SKPUCOCOQQoDET,UIUSCHVXYLoDET,QFTDITGKRAoDET,ESVDHWMLZSoDET,HNAZOMJLTHoDET,IUIQEPBEDZoDET,LIITHIJNWUoDET
`team_abbr`,`team_div`,`play_stat`,`play_pos`,`play_height`,`play_weight`,`play_PF`
ORL,Pacific,Starter,PG,81,190,4
ORL,Pacific,Starter,SG,78,199,0
ORL,Pacific,Starter,SF,80,210,1
ORL,Pacific,Starter,PF,72,235,2
ORL,Pacific,Bench,SG,79,225,2
ORL,Pacific,Bench,PG,82,160,2
ORL,Pacific,Bench,PF,74,149,0
ORL,Pacific,Bench,SG,79,190,0
NY,Pacific,Starter,SG,75,210,2
NY,Pacific,Starter,PG,82,193,2
NY,Pacific,Starter,PG,81,199,4
NY,Pacific,Starter,SF,80,175,3
NY,Pacific,Starter,PF,77,235,1
NY,Pacific,Bench,SF,76,200,3
NY,Pacific,Bench,SG,80,200,2
NY,Pacific,Bench,C,82,220,1
NY,Pacific,Bench,PF,72,270,2
NY,Pacific,Bench,SG,79,180,2
NY,Pacific,Bench,SF,79,200,1
CLE,Pacific,Starter,PF,77,212,2
CLE,Pacific,Starter,C,82,247,2
CLE,Pacific,Starter,PG,80,245,4
CLE,Pacific,Starter,SG,76,205,2
CLE,Pacific,Starter,SF,80,199,3
CLE,Pacific,Bench,PF,76,210,2
CLE,Pacific,Bench,PG,80,265,1
CLE,Pacific,Bench,SF,78,207,0
CLE,Pacific,Bench,SG,76,238,0
CLE,Pacific,Bench,C,82,240,0
CLE,Pacific,Bench,PG,82,271,0
MEM,Pacific,Starter,PF,75,180,1
MEM,Pacific,Starter,SG,75,170,0
MEM,Pacific,Starter,C,83,253,2
MEM,Pacific,Starter,PG,82,172,6
MEM,Pacific,Starter,SF,81,199,1
MEM,Pacific,Bench,PG,82,220,4
MEM,Pacific,Bench,SG,78,251,2
MEM,Pacific,Bench,SG,76,250,0
MEM,Pacific,Bench,PG,82,200,1
MEM,Pacific,Bench,PF,73,235,0
MEM,Pacific,Bench,SF,81,237,1
MEM,Pacific,Bench,C,84,215,0
IND,Northwest,Starter,PG,81,190,2
IND,Northwest,Starter,SF,78,216,2
IND,Northwest,Starter,SG,79,149,2
IND,Northwest,Starter,C,82,195,1
IND,Northwest,Starter,PF,77,225,2
IND,Northwest,Bench,SF,79,180,2
IND,Northwest,Bench,PF,75,251,1
IND,Northwest,Bench,C,81,245,3
IND,Northwest,Bench,PG,82,230,2
IND,Northwest,Bench,SG,76,200,0
IND,Northwest,Bench,SG,78,250,1
SA,Southwest,Starter,PG,78,215,1
SA,Southwest,Starter,SG,78,185,1
SA,Southwest,Starter,SF,81,190,2
SA,Southwest,Starter,PF,78,213,4
SA,Southwest,Starter,C,83,220,0
SA,Southwest,Bench,SF,79,212,1
SA,Southwest,Bench,SG,78,251,2
SA,Southwest,Bench,SF,78,190,4
SA,Southwest,Bench,SF,81,207,3
SA,Southwest,Bench,PG,81,220,1
SA,Southwest,Bench,SG,78,225,1
SA,Southwest,Bench,C,84,228,0
SA,Southwest,Bench,PF,72,173,1
MIA,Atlantic,Starter,PF,82,220,5
MIA,Atlantic,Starter,SF,77,149,4
MIA,Atlantic,Starter,C,84,255,4
MIA,Atlantic,Starter,SF,81,200,3
MIA,Atlantic,Starter,PG,82,223,2
MIA,Atlantic,Bench,PF,72,210,1
MIA,Atlantic,Bench,SG,78,210,1
MIA,Atlantic,Bench,SG,79,265,2
MIA,Atlantic,Bench,PG,81,251,4
ATL,Southwest,Starter,PF,77,210,1
ATL,Southwest,Starter,PG,82,171,4
ATL,Southwest,Starter,SG,76,262,2
ATL,Southwest,Starter,C,84,230,6
ATL,Southwest,Starter,SF,78,185,4
ATL,Southwest,Bench,SG,72,205,2
ATL,Southwest,Bench,PF,73,225,1
ATL,Southwest,Bench,C,81,199,6
ATL,Southwest,Bench,SF,81,215,0
ATL,Southwest,Bench,SG,76,190,0
GS,Atlantic,Starter,SG,78,207,2
GS,Atlantic,Starter,PG,82,245,1
GS,Atlantic,Starter,SF,80,185,1
GS,Atlantic,Starter,PF,75,275,1
GS,Atlantic,Starter,PG,81,240,1
GS,Atlantic,Bench,PF,77,199,4
GS,Atlantic,Bench,PF,73,149,0
GS,Atlantic,Bench,C,82,195,1
GS,Atlantic,Bench,PG,81,234,2
GS,Atlantic,Bench,PG,78,240,0
GS,Atlantic,Bench,PF,69,187,1
WAS,Atlantic,Starter,PF,79,210,4
WAS,Atlantic,Starter,SG,79,170,1
WAS,Atlantic,Starter,SF,78,199,2
WAS,Atlantic,Starter,SF,80,260,2
WAS,Atlantic,Starter,PG,78,220,3
WAS,Atlantic,Bench,SG,78,275,2
WAS,Atlantic,Bench,SG,79,190,2
WAS,Atlantic,Bench,SF,78,240,5
WAS,Atlantic,Bench,C,83,240,1
WAS,Atlantic,Bench,C,85,249,0
WAS,Atlantic,Bench,SG,76,251,2
BOS,Atlantic,Starter,PF,74,205,4
BOS,Atlantic,Starter,SG,78,199,2
BOS,Atlantic,Starter,SF,80,240,4
BOS,Atlantic,Starter,PG,83,199,3
BOS,Atlantic,Starter,C,84,168,2
BOS,Atlantic,Bench,PF,76,149,1
BOS,Atlantic,Bench,PG,82,231,4
BOS,Atlantic,Bench,SF,79,251,3
BOS,Atlantic,Bench,PF,74,180,3
BOS,Atlantic,Bench,C,85,222,3
BOS,Atlantic,Bench,C,84,199,1
BOS,Atlantic,Bench,SF,80,200,0
DEN,Central,Starter,PF,76,250,5
DEN,Central,Starter,SF,80,210,4
DEN,Central,Starter,SG,75,199,4
DEN,Central,Starter,PG,82,220,1
DEN,Central,Starter,C,82,245,3
DEN,Central,Bench,PG,80,280,4
DEN,Central,Bench,PG,80,232,4
DEN,Central,Bench,SF,76,190,2
DEN,Central,Bench,PG,70,176,0
DEN,Central,Bench,PF,73,186,0
DEN,Central,Bench,PF,72,205,0
DAL,Central,Starter,PG,83,220,1
DAL,Central,Starter,SF,81,215,2
DAL,Central,Starter,PF,74,225,1
DAL,Central,Starter,SG,79,251,0
DAL,Central,Starter,C,84,255,1
DAL,Central,Bench,PF,76,206,3
DAL,Central,Bench,SG,75,149,2
DAL,Central,Bench,SF,81,199,3
DAL,Central,Bench,SG,79,251,1
DAL,Central,Bench,SG,77,210,1
DAL,Central,Bench,SF,82,251,0
DAL,Central,Bench,C,83,220,1
OKC,Central,Starter,SG,76,199,6
OKC,Central,Starter,SF,80,251,4
OKC,Central,Starter,PF,75,180,4
OKC,Central,Starter,PF,74,235,2
OKC,Central,Starter,PG,83,228,1
OKC,Central,Bench,PF,74,205,0
OKC,Central,Bench,PG,81,175,1
OKC,Central,Bench,C,85,245,4
OKC,Central,Bench,C,83,262,1
MIL,Southwest,Starter,PG,81,232,0
MIL,Southwest,Starter,PF,72,235,1
MIL,Southwest,Starter,SG,79,185,3
MIL,Southwest,Starter,C,84,220,2
MIL,Southwest,Starter,SG,79,149,2
MIL,Southwest,Bench,SF,80,251,2
MIL,Southwest,Bench,SG,76,260,4
MIL,Southwest,Bench,SG,79,210,2
MIL,Southwest,Bench,PF,75,218,1
MIL,Southwest,Bench,C,84,204,2
MIL,Southwest,Bench,C,70,184,0
MIL,Southwest,Bench,PF,69,149,0
MIL,Southwest,Bench,PG,83,200,0
PHO,Northwest,Starter,SF,80,199,4
PHO,Northwest,Starter,PF,73,236,2
PHO,Northwest,Starter,C,84,230,3
PHO,Northwest,Starter,SG,76,180,3
PHO,Northwest,Starter,SF,81,190,0
PHO,Northwest,Bench,PF,75,149,1
PHO,Northwest,Bench,PG,82,240,5
PHO,Northwest,Bench,PF,72,206,0
PHO,Northwest,Bench,SG,76,242,0
PHO,Northwest,Bench,PG,81,248,4
PHO,Northwest,Bench,PG,81,240,1
TOR,Northwest,Starter,SF,80,224,1
TOR,Northwest,Starter,SG,76,194,1
TOR,Northwest,Starter,PF,77,180,2
TOR,Northwest,Starter,C,84,220,3
TOR,Northwest,Starter,PG,82,245,6
TOR,Northwest,Bench,SF,78,188,1
TOR,Northwest,Bench,C,82,215,3
TOR,Northwest,Bench,SG,77,202,1
TOR,Northwest,Bench,PF,73,206,1
NO,Northwest,Starter,PF,77,235,1
NO,Northwest,Starter,SG,77,239,5
NO,Northwest,Starter,SF,79,210,2
NO,Northwest,Starter,C,84,240,1
NO,Northwest,Starter,SF,79,207,2
NO,Northwest,Bench,SG,77,182,4
NO,Northwest,Bench,PG,81,245,2
NO,Northwest,Bench,C,84,248,2
NO,Northwest,Bench,SG,77,210,1
NY,Pacific,Starter,SG,75,210,4
NY,Pacific,Starter,PG,82,193,2
NY,Pacific,Starter,SF,80,175,2
NY,Pacific,Starter,PF,77,235,3
NY,Pacific,Starter,PG,81,199,2
NY,Pacific,Bench,SG,80,200,4
NY,Pacific,Bench,SG,79,180,2
NY,Pacific,Bench,SF,76,200,1
NY,Pacific,Bench,C,82,220,3
CHI,Atlantic,Starter,SG,76,210,2
CHI,Atlantic,Starter,SF,79,185,2
CHI,Atlantic,Starter,PG,85,168,1
CHI,Atlantic,Starter,PF,75,194,2
CHI,Atlantic,Starter,C,83,161,2
CHI,Atlantic,Bench,SF,80,190,0
CHI,Atlantic,Bench,PF,76,149,4
CHI,Atlantic,Bench,C,82,254,4
CHI,Atlantic,Bench,SF,80,190,2
LAL,Southeast,Starter,SF,80,220,4
LAL,Southeast,Starter,SG,76,199,2
LAL,Southeast,Starter,SG,79,199,2
LAL,Southeast,Starter,PG,82,226,3
LAL,Southeast,Starter,PG,79,240,3
LAL,Southeast,Bench,SG,78,251,5
LAL,Southeast,Bench,SF,81,240,3
LAL,Southeast,Bench,PG,83,191,1
LAL,Southeast,Bench,SG,77,260,1
MIN,Northwest,Starter,PF,73,270,1
MIN,Northwest,Starter,SG,80,149,0
MIN,Northwest,Starter,SF,78,280,2
MIN,Northwest,Starter,PG,81,215,2
MIN,Northwest,Starter,C,83,204,6
MIN,Northwest,Bench,PG,85,220,1
MIN,Northwest,Bench,C,84,220,5
MIN,Northwest,Bench,SG,76,225,0
MIN,Northwest,Bench,SF,78,239,2
MIN,Northwest,Bench,SG,75,210,0
UTA,Southeast,Starter,PF,74,227,1
UTA,Southeast,Starter,SG,77,200,1
UTA,Southeast,Starter,PG,80,199,5
UTA,Southeast,Starter,C,84,222,3
UTA,Southeast,Starter,SF,80,175,0
UTA,Southeast,Bench,C,83,220,5
UTA,Southeast,Bench,PF,75,225,1
UTA,Southeast,Bench,SG,76,251,1
UTA,Southeast,Bench,PG,82,190,0
SAC,Central,Starter,C,84,253,1
SAC,Central,Starter,PF,73,149,2
SAC,Central,Starter,SF,78,190,3
SAC,Central,Starter,PG,80,265,3
SAC,Central,Starter,SF,78,251,1
SAC,Central,Bench,SG,79,199,1
SAC,Central,Bench,SF,81,210,2
SAC,Central,Bench,PG,81,185,3
SAC,Central,Bench,SG,76,149,3
SAC,Central,Bench,SG,79,280,0
POR,Southeast,Starter,SF,80,203,0
POR,Southeast,Starter,SG,72,235,1
POR,Southeast,Starter,C,83,197,4
POR,Southeast,Starter,PF,75,202,1
POR,Southeast,Starter,SF,78,246,3
POR,Southeast,Bench,PG,81,245,3
POR,Southeast,Bench,PF,74,205,4
POR,Southeast,Bench,PG,82,250,3
POR,Southeast,Bench,SG,72,194,0
POR,Southeast,Bench,SG,79,194,1
CHA,Southeast,Starter,SF,78,200,2
CHA,Southeast,Starter,SG,78,210,3
CHA,Southeast,Starter,PG,82,185,5
CHA,Southeast,Starter,PF,73,149,3
CHA,Southeast,Starter,PG,83,199,4
CHA,Southeast,Bench,PF,79,223,0
CHA,Southeast,Bench,C,85,175,0
CHA,Southeast,Bench,SG,79,237,2
CHA,Southeast,Bench,PG,82,220,0
DAL,Central,Starter,SG,79,251,3
DAL,Central,Starter,PG,83,220,4
DAL,Central,Starter,C,84,255,1
DAL,Central,Starter,PF,74,225,1
DAL,Central,Starter,SF,81,215,2
DAL,Central,Bench,SF,81,199,3
DAL,Central,Bench,SG,75,149,2
DAL,Central,Bench,PF,76,206,0
DAL,Central,Bench,SG,79,251,1
DAL,Central,Bench,C,83,220,1
DAL,Central,Bench,SG,77,210,0
DAL,Central,Bench,SF,82,251,0
ORL,Pacific,Starter,C,83,191,4
ORL,Pacific,Starter,SF,80,210,1
ORL,Pacific,Starter,SG,78,199,0
ORL,Pacific,Starter,PF,72,235,3
ORL,Pacific,Starter,PG,81,190,3
ORL,Pacific,Bench,PG,82,160,4
ORL,Pacific,Bench,SG,79,225,0
ORL,Pacific,Bench,PF,74,149,0
ORL,Pacific,Bench,SG,79,190,1
BOS,Atlantic,Starter,PF,74,205,2
BOS,Atlantic,Starter,SG,78,199,0
BOS,Atlantic,Starter,PG,83,199,5
BOS,Atlantic,Starter,C,84,168,4
BOS,Atlantic,Starter,SF,80,240,3
BOS,Atlantic,Bench,PG,82,231,1
BOS,Atlantic,Bench,PF,74,180,2
BOS,Atlantic,Bench,SF,79,251,0
BOS,Atlantic,Bench,C,85,222,2
BOS,Atlantic,Bench,PF,76,149,1
BOS,Atlantic,Bench,SF,80,200,0
BOS,Atlantic,Bench,C,84,199,0
PHI,Central,Starter,PF,75,235,2
PHI,Central,Starter,PG,82,199,5
PHI,Central,Starter,C,83,249,5
PHI,Central,Starter,SF,80,231,1
PHI,Central,Starter,PF,73,290,1
PHI,Central,Bench,SG,77,275,2
PHI,Central,Bench,PF,74,149,0
PHI,Central,Bench,SF,80,240,4
PHI,Central,Bench,PG,81,176,1
PHI,Central,Bench,SF,78,207,0
PHI,Central,Bench,SG,76,238,0
HOU,Southeast,Starter,PG,84,230,4
HOU,Southeast,Starter,PF,77,199,3
HOU,Southeast,Starter,PF,76,216,2
HOU,Southeast,Starter,C,84,230,3
HOU,Southeast,Starter,SG,79,200,4
HOU,Southeast,Bench,SF,76,199,3
HOU,Southeast,Bench,SG,77,170,3
HOU,Southeast,Bench,PG,83,193,2
HOU,Southeast,Bench,C,82,197,1
HOU,Southeast,Bench,SF,80,237,2
LAC,Pacific,Starter,SF,80,251,4
LAC,Pacific,Starter,PF,75,218,3
LAC,Pacific,Starter,PG,80,215,1
LAC,Pacific,Starter,SG,78,262,2
LAC,Pacific,Starter,C,83,177,1
LAC,Pacific,Bench,SF,80,251,3
LAC,Pacific,Bench,SG,79,149,1
LAC,Pacific,Bench,PF,73,185,1
LAC,Pacific,Bench,PG,81,240,1
LAC,Pacific,Bench,SF,78,215,2
LAC,Pacific,Bench,SG,80,170,0
LAC,Pacific,Bench,SG,78,225,0
IND,Northwest,Starter,SF,78,216,3
IND,Northwest,Starter,PG,81,190,1
IND,Northwest,Starter,PF,77,225,3
IND,Northwest,Starter,C,82,195,1
IND,Northwest,Starter,SG,79,149,2
IND,Northwest,Bench,SF,79,180,3
IND,Northwest,Bench,C,81,245,2
IND,Northwest,Bench,PG,82,230,1
IND,Northwest,Bench,PF,75,251,0
IND,Northwest,Bench,SG,78,250,0
MEM,Pacific,Starter,SG,75,170,2
MEM,Pacific,Starter,PF,75,180,1
MEM,Pacific,Starter,C,83,253,2
MEM,Pacific,Starter,SF,81,199,1
MEM,Pacific,Starter,PG,82,172,0
MEM,Pacific,Bench,PF,73,235,2
MEM,Pacific,Bench,SG,78,251,1
MEM,Pacific,Bench,PG,82,220,1
MEM,Pacific,Bench,PG,82,200,0
MEM,Pacific,Bench,SG,76,250,0
MIA,Atlantic,Starter,PF,82,220,1
MIA,Atlantic,Starter,SF,77,149,4
MIA,Atlantic,Starter,C,84,255,4
MIA,Atlantic,Starter,PG,82,223,1
MIA,Atlantic,Starter,SF,81,200,4
MIA,Atlantic,Bench,SG,78,210,2
MIA,Atlantic,Bench,PF,72,210,0
MIA,Atlantic,Bench,PG,81,251,1
MIA,Atlantic,Bench,SG,79,265,1
MIA,Atlantic,Bench,PG,81,220,1
DET,Southwest,Starter,SG,79,216,1
DET,Southwest,Starter,SF,81,149,4
DET,Southwest,Starter,PG,81,239,2
DET,Southwest,Starter,PF,79,149,3
DET,Southwest,Starter,C,84,195,3
DET,Southwest,Bench,PF,76,209,1
DET,Southwest,Bench,PG,81,255,6
DET,Southwest,Bench,C,84,195,2
DET,Southwest,Bench,SF,81,208,1
SA,Southwest,Starter,PG,78,215,2
SA,Southwest,Starter,SF,81,190,2
SA,Southwest,Starter,SG,78,185,5
SA,Southwest,Starter,PF,75,225,5
SA,Southwest,Starter,C,83,220,2
SA,Southwest,Bench,SF,79,212,2
SA,Southwest,Bench,PF,78,213,1
SA,Southwest,Bench,PG,81,220,1
SA,Southwest,Bench,SG,78,251,2
SA,Southwest,Bench,SF,78,190,0
SA,Southwest,Bench,SF,81,207,2
SA,Southwest,Bench,C,84,228,0
GS,Atlantic,Starter,PG,82,245,1
GS,Atlantic,Starter,SG,78,207,3
GS,Atlantic,Starter,PF,75,275,2
GS,Atlantic,Starter,SF,80,185,3
GS,Atlantic,Starter,PG,81,240,1
GS,Atlantic,Bench,PF,77,199,3
GS,Atlantic,Bench,PF,73,149,1
GS,Atlantic,Bench,PG,78,240,1
GS,Atlantic,Bench,C,82,195,0
GS,Atlantic,Bench,PG,81,234,0
DEN,Central,Starter,PF,76,250,3
DEN,Central,Starter,SF,80,210,0
DEN,Central,Starter,PG,82,220,1
DEN,Central,Starter,C,82,245,1
DEN,Central,Starter,PF,74,205,4
DEN,Central,Bench,SF,76,190,2
DEN,Central,Bench,SG,75,199,1
DEN,Central,Bench,C,83,255,3
DEN,Central,Bench,PG,80,232,1
DEN,Central,Bench,PG,70,176,3
DEN,Central,Bench,PF,72,205,1
BKN,Southwest,Starter,SG,79,262,4
BKN,Southwest,Starter,SF,80,200,1
BKN,Southwest,Starter,C,83,172,2
BKN,Southwest,Starter,PF,71,192,3
BKN,Southwest,Starter,PG,82,240,4
BKN,Southwest,Bench,SF,80,212,3
BKN,Southwest,Bench,SG,77,210,1
BKN,Southwest,Bench,PG,84,175,3
BKN,Southwest,Bench,C,85,230,1
BKN,Southwest,Bench,PF,73,149,0
POR,Southeast,Starter,C,83,197,4
POR,Southeast,Starter,SG,72,235,3
POR,Southeast,Starter,SF,80,203,3
POR,Southeast,Starter,PF,75,202,2
POR,Southeast,Starter,SF,78,246,1
POR,Southeast,Bench,SG,79,194,2
POR,Southeast,Bench,PF,74,205,2
POR,Southeast,Bench,PG,81,245,0
POR,Southeast,Bench,PG,82,250,1
POR,Southeast,Bench,SG,72,194,0
UTA,Southeast,Starter,PG,80,199,1
UTA,Southeast,Starter,SG,77,200,1
UTA,Southeast,Starter,SF,80,175,3
UTA,Southeast,Starter,PF,74,227,2
UTA,Southeast,Starter,C,84,222,1
UTA,Southeast,Bench,PF,75,225,2
UTA,Southeast,Bench,C,83,220,2
UTA,Southeast,Bench,SG,76,251,1
UTA,Southeast,Bench,PG,82,190,0
NO,Northwest,Starter,SF,79,210,4
NO,Northwest,Starter,PF,77,235,1
NO,Northwest,Starter,SG,77,239,0
NO,Northwest,Starter,C,84,240,3
NO,Northwest,Starter,SF,79,207,2
NO,Northwest,Bench,PG,81,245,2
NO,Northwest,Bench,SG,77,210,2
NO,Northwest,Bench,SG,77,182,1
NO,Northwest,Bench,C,84,248,4
NO,Northwest,Bench,C,82,255,0
TOR,Northwest,Starter,SG,76,194,4
TOR,Northwest,Starter,PF,77,180,1
TOR,Northwest,Starter,SF,80,224,0
TOR,Northwest,Starter,C,84,220,2
TOR,Northwest,Starter,PG,82,245,1
TOR,Northwest,Bench,SF,78,188,2
TOR,Northwest,Bench,SG,77,202,1
TOR,Northwest,Bench,PF,73,206,2
TOR,Northwest,Bench,PG,84,220,3
TOR,Northwest,Bench,PG,80,228,1
TOR,Northwest,Bench,C,82,215,0
NY,Pacific,Starter,SG,80,200,2
NY,Pacific,Starter,SG,75,210,1
NY,Pacific,Starter,SF,80,175,4
NY,Pacific,Starter,PG,82,193,3
NY,Pacific,Starter,PG,81,199,2
NY,Pacific,Bench,SG,79,180,1
NY,Pacific,Bench,SF,79,200,1
NY,Pacific,Bench,PF,72,270,0
NY,Pacific,Bench,C,82,220,4
NY,Pacific,Bench,C,83,220,0
NY,Pacific,Bench,PF,77,149,1
WAS,Atlantic,Starter,PF,79,210,3
WAS,Atlantic,Starter,SG,79,170,1
WAS,Atlantic,Starter,PG,78,220,2
WAS,Atlantic,Starter,SF,80,260,1
WAS,Atlantic,Starter,SF,78,199,3
WAS,Atlantic,Bench,C,84,255,2
WAS,Atlantic,Bench,SG,79,190,4
WAS,Atlantic,Bench,SG,78,275,1
WAS,Atlantic,Bench,SF,78,240,1
WAS,Atlantic,Bench,SG,76,251,3
WAS,Atlantic,Bench,SG,77,251,0
ATL,Southwest,Starter,SF,78,185,3
ATL,Southwest,Starter,PG,82,171,2
ATL,Southwest,Starter,C,84,230,2
ATL,Southwest,Starter,PF,77,210,5
ATL,Southwest,Starter,SG,76,262,4
ATL,Southwest,Bench,SG,72,205,3
ATL,Southwest,Bench,SF,81,215,3
ATL,Southwest,Bench,PG,78,232,1
ATL,Southwest,Bench,PF,73,225,3
LAL,Southeast,Starter,SF,80,220,0
LAL,Southeast,Starter,PG,82,226,4
LAL,Southeast,Starter,SG,79,199,3
LAL,Southeast,Starter,PG,79,240,2
LAL,Southeast,Starter,SG,76,199,1
LAL,Southeast,Bench,SG,77,260,1
LAL,Southeast,Bench,SG,78,251,2
LAL,Southeast,Bench,SF,81,240,1
LAL,Southeast,Bench,PG,83,191,3
LAL,Southeast,Bench,PF,75,251,3
LAL,Southeast,Bench,SF,80,186,0
CHI,Atlantic,Starter,SG,76,210,1
CHI,Atlantic,Starter,PG,85,168,4
CHI,Atlantic,Starter,SF,79,185,0
CHI,Atlantic,Starter,PF,75,194,0
CHI,Atlantic,Starter,C,83,161,1
CHI,Atlantic,Bench,SF,80,190,1
CHI,Atlantic,Bench,PF,76,149,3
CHI,Atlantic,Bench,C,82,254,0
CHI,Atlantic,Bench,SF,80,190,1
CHI,Atlantic,Bench,SF,82,240,1
CHI,Atlantic,Bench,C,82,189,0
CHI,Atlantic,Bench,SG,76,194,0
CHI,Atlantic,Bench,PF,75,149,0
BOS,Atlantic,Starter,SG,78,199,2
BOS,Atlantic,Starter,PG,82,231,4
BOS,Atlantic,Starter,PF,74,205,2
BOS,Atlantic,Starter,SF,80,240,1
BOS,Atlantic,Starter,C,84,168,0
BOS,Atlantic,Bench,SF,79,251,3
BOS,Atlantic,Bench,PF,76,225,0
BOS,Atlantic,Bench,PF,74,180,3
BOS,Atlantic,Bench,C,84,199,0
BOS,Atlantic,Bench,C,85,222,4
BOS,Atlantic,Bench,SF,80,200,0
MIN,Northwest,Starter,PF,73,270,0
MIN,Northwest,Starter,PG,81,215,0
MIN,Northwest,Starter,C,83,204,2
MIN,Northwest,Starter,SG,80,149,1
MIN,Northwest,Starter,SF,78,280,3
MIN,Northwest,Bench,SG,76,225,4
MIN,Northwest,Bench,C,84,220,3
MIN,Northwest,Bench,PG,85,220,1
MIN,Northwest,Bench,SF,78,239,0
MIN,Northwest,Bench,SG,75,210,1
HOU,Southeast,Starter,SG,79,225,4
HOU,Southeast,Starter,SF,76,199,2
HOU,Southeast,Starter,PG,84,230,1
HOU,Southeast,Starter,C,84,230,4
HOU,Southeast,Starter,PF,76,216,2
HOU,Southeast,Bench,PF,77,199,5
HOU,Southeast,Bench,C,82,197,2
HOU,Southeast,Bench,PG,83,193,0
HOU,Southeast,Bench,SG,79,200,3
HOU,Southeast,Bench,SG,77,170,0
HOU,Southeast,Bench,SF,80,237,0
HOU,Southeast,Bench,PF,86,252,0
LAC,Pacific,Starter,SF,80,251,5
LAC,Pacific,Starter,PF,75,218,3
LAC,Pacific,Starter,C,84,230,4
LAC,Pacific,Starter,PG,80,215,2
LAC,Pacific,Starter,SG,78,262,3
LAC,Pacific,Bench,SG,79,149,1
LAC,Pacific,Bench,SF,80,251,2
LAC,Pacific,Bench,PF,73,185,0
LAC,Pacific,Bench,PG,81,240,0
LAC,Pacific,Bench,SF,78,215,2
LAC,Pacific,Bench,C,83,177,0
DAL,Central,Starter,PG,83,220,3
DAL,Central,Starter,SG,79,251,0
DAL,Central,Starter,PF,74,225,1
DAL,Central,Starter,SF,81,215,1
DAL,Central,Starter,C,84,255,3
DAL,Central,Bench,SF,81,199,2
DAL,Central,Bench,SG,79,251,2
DAL,Central,Bench,PF,76,206,3
DAL,Central,Bench,SF,82,251,1
DAL,Central,Bench,SG,75,149,2
DAL,Central,Bench,C,83,220,0
DAL,Central,Bench,SG,77,210,0
ORL,Pacific,Starter,SG,78,199,2
ORL,Pacific,Starter,C,83,191,4
ORL,Pacific,Starter,SF,80,210,2
ORL,Pacific,Starter,PG,81,190,0
ORL,Pacific,Starter,PF,72,235,2
ORL,Pacific,Bench,PF,74,149,2
ORL,Pacific,Bench,SG,79,225,0
ORL,Pacific,Bench,PG,82,160,1
ORL,Pacific,Bench,C,83,245,3
ORL,Pacific,Bench,SG,79,190,1
ORL,Pacific,Bench,PF,74,278,1
ORL,Pacific,Bench,SG,76,200,0
OKC,Central,Starter,SG,76,199,2
OKC,Central,Starter,SF,80,251,1
OKC,Central,Starter,PF,75,180,2
OKC,Central,Starter,PG,81,175,2
OKC,Central,Starter,PG,83,228,2
OKC,Central,Bench,PF,74,235,1
OKC,Central,Bench,PF,74,205,2
OKC,Central,Bench,C,85,245,2
OKC,Central,Bench,PF,75,225,4
OKC,Central,Bench,PG,83,220,0
OKC,Central,Bench,SG,79,180,2
OKC,Central,Bench,C,83,262,0
MEM,Pacific,Starter,SG,75,170,2
MEM,Pacific,Starter,PF,75,180,0
MEM,Pacific,Starter,C,83,253,5
MEM,Pacific,Starter,SF,81,199,3
MEM,Pacific,Starter,PG,82,172,3
MEM,Pacific,Bench,PG,82,220,1
MEM,Pacific,Bench,PG,82,200,2
MEM,Pacific,Bench,PF,73,235,3
MEM,Pacific,Bench,SG,78,251,1
MEM,Pacific,Bench,SG,76,250,0
MEM,Pacific,Bench,SF,81,237,0
MEM,Pacific,Bench,C,85,245,0
MIL,Southwest,Starter,SG,79,149,2
MIL,Southwest,Starter,PF,72,235,4
MIL,Southwest,Starter,PF,75,218,2
MIL,Southwest,Starter,PG,83,200,3
MIL,Southwest,Starter,PG,81,232,2
MIL,Southwest,Bench,C,84,204,2
MIL,Southwest,Bench,C,84,220,2
MIL,Southwest,Bench,SG,79,185,1
MIL,Southwest,Bench,PF,69,149,2
MIL,Southwest,Bench,SG,76,260,2
PHI,Central,Starter,PF,75,235,2
PHI,Central,Starter,SF,80,231,2
PHI,Central,Starter,PF,73,290,1
PHI,Central,Starter,C,83,249,4
PHI,Central,Starter,PG,82,199,0
PHI,Central,Bench,PF,74,149,0
PHI,Central,Bench,SF,80,240,2
PHI,Central,Bench,SG,77,275,1
PHI,Central,Bench,SG,75,205,1
PHI,Central,Bench,PG,81,176,5
PHI,Central,Bench,SF,78,207,1
CLE,Pacific,Starter,SF,80,199,1
CLE,Pacific,Starter,PF,77,212,3
CLE,Pacific,Starter,SG,77,251,2
CLE,Pacific,Starter,PG,80,245,3
CLE,Pacific,Starter,C,82,247,3
CLE,Pacific,Bench,SG,76,205,0
CLE,Pacific,Bench,PF,76,210,0
CLE,Pacific,Bench,C,82,240,1
CLE,Pacific,Bench,PG,80,265,2
CLE,Pacific,Bench,SG,76,238,0
CLE,Pacific,Bench,PG,81,215,0
CLE,Pacific,Bench,PG,82,271,0
BKN,Southwest,Starter,SF,80,200,3
BKN,Southwest,Starter,SG,79,262,4
BKN,Southwest,Starter,PF,71,192,1
BKN,Southwest,Starter,PG,82,240,2
BKN,Southwest,Starter,C,83,172,2
BKN,Southwest,Bench,C,85,230,3
BKN,Southwest,Bench,PG,84,175,1
BKN,Southwest,Bench,PF,73,149,1
BKN,Southwest,Bench,SF,80,212,4
